id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1460885410037575680	1460885410037575680	2021-11-17 05:19:58 -03	2021-11-17	05:19:58	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- Bom dia a todos.  https://t.co/glXNJCk8RJ	pt	[]	[]	[]	2100	5548	31193	[]	[]	https://twitter.com/jairbolsonaro/status/1460885410037575680	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1460885351828963331/pu/img/6JCuJNWIWwcUEuBh.jpg							[]				
1460726715232227340	1460726715232227340	2021-11-16 18:49:22 -03	2021-11-16	18:49:22	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- Sessão especial do Centro Global Rei Hamad para a Coexistência Pacífica. - Manama, Reino do Bahrein.🇧🇭 - 16/Novembro/2021. - Presidente Jair Bolsonaro.  https://t.co/u2CV7MfVNT	pt	[]	[]	[]	866	4280	19320	[]	[]	https://twitter.com/jairbolsonaro/status/1460726715232227340	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1460726665986908162/pu/img/WdDGVRkd2HsoK6FJ.jpg							[]				
1460610112159109120	1460610112159109120	2021-11-16 11:06:02 -03	2021-11-16	11:06:02	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- Encontro com Sua Majestade o Rei Hamad Bin Isa Al Khalifa. - Reino do Bahrein. - 16/Novembro/2021.  https://t.co/bY5QRprSL5	ca	[]	[]	[]	756	3755	18963	[]	[]	https://twitter.com/jairbolsonaro/status/1460610112159109120	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1460608815347421195/pu/img/wKJ3o8SZAYqn49D5.jpg							[]				
1460576166239158276	1460329852490469377	2021-11-16 08:51:08 -03	2021-11-16	08:51:08	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		@AhmadSultanAli Thank you! We are very grateful for the tribute! Hugs from Brazil!	en	[]	[]	[]	95	634	4850	[]	[]	https://twitter.com/jairbolsonaro/status/1460576166239158276	False		0								[{'screen_name': 'AhmadSultanAli', 'name': 'Ahmad Sultan Al Haddad', 'id': '285576528'}]				
1460570882791944195	1460570882791944195	2021-11-16 08:30:09 -03	2021-11-16	08:30:09	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- A Secretaria de Alfabetização do @MEC_Comunicacao lança, em formato e-book para download, os doze módulos do curso “Práticas de Produção de Texto”. @mribeiroMEC @CarlosNadalim   Acesse, inscreva-se e tenha mais detalhes:  https://t.co/fakswBrvhK  https://t.co/PJ7arXy2wN	pt	[{'screen_name': 'mec_comunicacao', 'name': 'ministério da educação', 'id': '56780945'}, {'screen_name': 'mribeiromec', 'name': 'milton ribeiro', 'id': '1130460100123156480'}, {'screen_name': 'carlosnadalim', 'name': 'carlos nadalim', 'id': '1128424089562034176'}]	['http://alfabetizacao.mec.gov.br/cursos/244-praticas-de-producao-de-texto']	[]	457	2468	9757	[]	[]	https://twitter.com/jairbolsonaro/status/1460570882791944195	False		1	https://pbs.twimg.com/amplify_video_thumb/1460570494554587145/img/GA5pmDoPqTreLy41.jpg							[]				
1460396277846392834	1460396277846392834	2021-11-15 20:56:20 -03	2021-11-15	20:56:20	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- Dubai (15/11/2021) - Obrigado a todos pela consideração.  https://t.co/E2f5ZWrRX8	pt	[]	[]	[]	1720	6739	33770	[]	[]	https://twitter.com/jairbolsonaro/status/1460396277846392834	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1460395613183528966/pu/img/9KPG4MZ7uAJRGyES.jpg							[]				
1460259337964859394	1460258196451651589	2021-11-15 11:52:11 -03	2021-11-15	11:52:11	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		@alain_4u_sport @uaejjf @JJIF_JuJitsu Oss	und	[]	[]	[]	70	97	1520	[]	[]	https://twitter.com/jairbolsonaro/status/1460259337964859394	False		0								[{'screen_name': 'alain_4u_sport', 'name': 'العين الرياضية', 'id': '3393416607'}, {'screen_name': 'uaejjf', 'name': 'UAEJJF', 'id': '243153030'}, {'screen_name': 'JJIF_JuJitsu', 'name': 'JJIF', 'id': '821756463710437376'}]				
1460179179111174153	1460179179111174153	2021-11-15 06:33:39 -03	2021-11-15	06:33:39	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		OS RECORDES NÃO PARAM DE SER BATIDOS: A @PRFBrasil causa mais um prejuízo diário ao crime organizado. Desta vez, de aproximadamente R$ 11.000.000,00 ao crime organizado na cidade de Cuiabá/MT. São menos 96 kg de pasta base de cocaína em circulação e mais famílias preservadas.	pt	[{'screen_name': 'prfbrasil', 'name': 'prf brasil', 'id': '1208570756'}]	[]	[]	1432	5407	27886	[]	[]	https://twitter.com/jairbolsonaro/status/1460179179111174153	False		0								[]				
1459910985595162638	1459910039829991432	2021-11-14 12:47:57 -03	2021-11-14	12:47:57	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- Bem vindo a nosso canal no Telegram:  https://t.co/O8KTejUGuL  https://t.co/McdwKBV3uO	pt	[]	['https://t.me/jairbolsonarobrasil']	[]	332	1383	6659	[]	[]	https://twitter.com/jairbolsonaro/status/1459910985595162638	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1459910933527080965/pu/img/mN0LG1ZHU7aq4ruK.jpg							[]				
1459910039829991432	1459910039829991432	2021-11-14 12:44:11 -03	2021-11-14	12:44:11	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		🇦🇪🇧🇷 Dubai AirShow. - Emirados Árabes Unidos. - 14/novembro /2021.  https://t.co/5iXQYmI3RZ	es	[]	[]	[]	1328	4681	23747	[]	[]	https://twitter.com/jairbolsonaro/status/1459910039829991432	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1459909984058228740/pu/img/p_yE1i9z__SuvRNt.jpg							[]				
1459831483888242689	1459830427695337474	2021-11-14 07:32:02 -03	2021-11-14	07:32:02	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- Ultrapassamos 400.000 inscritos no GETTR. Seja bem vindo:  https://t.co/rVeSExaSVV  https://t.co/H735emVM93	pt	[]	['https://gettr.com/user/jairbolsonaro']	['https://pbs.twimg.com/media/FEJc_o9WYAAhTpg.jpg']	369	2338	11843	[]	[]	https://twitter.com/jairbolsonaro/status/1459831483888242689	False		1	https://pbs.twimg.com/media/FEJc_o9WYAAhTpg.jpg							[]				
1459830427695337474	1459830427695337474	2021-11-14 07:27:50 -03	2021-11-14	07:27:50	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- Essas notícias chegaram ao Brasil? - Bom dia a  todos.  https://t.co/eaOy0PnQWc	pt	[]	[]	[]	1130	8047	29029	[]	[]	https://twitter.com/jairbolsonaro/status/1459830427695337474	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1459830386050191370/pu/img/SOzQUEwq4049jCq2.jpg							[]				
1459585500814082052	1459585500814082052	2021-11-13 15:14:35 -03	2021-11-13	15:14:35	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		🇦🇪🇧🇷 Encontro com Sua Alteza, Xeque Mohammed Bin Rashid Al Maktoum, Primeiro-Ministro dos Emirados Árabes Unidos e Emir de Dubai. - 13 Nov 21.  https://t.co/ZPakVk87eE	pt	[]	[]	[]	1658	4690	25069	[]	[]	https://twitter.com/jairbolsonaro/status/1459585500814082052	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1459585291958767616/pu/img/EU4WHbPYExpKfwie.jpg							[]				
1459461355640078338	1459461113343578112	2021-11-13 07:01:17 -03	2021-11-13	07:01:17	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- O mecanismo permite às empresas substituir a contribuição previdenciária, de 20% sobre os salários dos empregados, por uma alíquota sobre a receita bruta, que varia de 1% a 4,5%. @govbrazil	pt	[{'screen_name': 'govbrazil', 'name': 'government of brazil', 'id': '126397246'}]	[]	[]	158	1276	8407	[]	[]	https://twitter.com/jairbolsonaro/status/1459461355640078338	False		0								[]				
1459461252221218818	1459461113343578112	2021-11-13 07:00:52 -03	2021-11-13	07:00:52	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- Ao falar da desoneração, precisamos lembrar que emprego é alimentação. Principalmente no momento em que o mundo ultrapassa e os reflexos do “fique em casa que a economia a gente vê depois”, que começam a aparecer mais.	pt	[]	[]	[]	185	1509	9793	[]	[]	https://twitter.com/jairbolsonaro/status/1459461252221218818	False		0								[]				
1459461113343578112	1459461113343578112	2021-11-13 07:00:19 -03	2021-11-13	07:00:19	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- Desoneração da folha de pagamento: anunciada, nesta quinta (11), a prorrogação da medida por mais dois anos.   - A desoneração da folha visa reduzir o desemprego, ajudando os 17 setores que mais empregam na economia brasileira. @govbr @secomvc	pt	[{'screen_name': 'govbr', 'name': 'governo do brasil', 'id': '861707648584085504'}, {'screen_name': 'secomvc', 'name': 'secomvc', 'id': '1158389772920020993'}]	[]	[]	594	3651	19382	[]	[]	https://twitter.com/jairbolsonaro/status/1459461113343578112	False		0								[]				
1459218479769341965	1459218458248368133	2021-11-12 14:56:11 -03	2021-11-12	14:56:11	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- O resultado demonstra, além das qualidades do candidato, o reconhecimento da excelente política externa do Governo Bolsonaro na pessoa do Ministro das Relações Exteriores, Carlos França.	pt	[]	[]	[]	285	1938	13264	[]	[]	https://twitter.com/jairbolsonaro/status/1459218479769341965	False		0								[]				
1459218458248368133	1459218458248368133	2021-11-12 14:56:06 -03	2021-11-12	14:56:06	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- Com 19 votos de 24 possíveis, o brasileiro Rodrigo Mudrovitsch foi eleito juiz da Corte Interamerica de Direitos Humanos.	pt	[]	[]	[]	730	4287	26230	[]	[]	https://twitter.com/jairbolsonaro/status/1459218458248368133	False		0								[]				
1459173323435388934	1459173238039269378	2021-11-12 11:56:45 -03	2021-11-12	11:56:45	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- O município paulista terá 24 meses para iniciar as obras e 48 meses para entregar os títulos de propriedade às famílias beneficiadas. Os prazos só poderão ser prorrogados se 80% da construção das moradias já estiverem concluídos. @secomvc	pt	[{'screen_name': 'secomvc', 'name': 'secomvc', 'id': '1158389772920020993'}]	[]	[]	153	1268	7073	[]	[]	https://twitter.com/jairbolsonaro/status/1459173323435388934	False		0								[]				
1459173238039269378	1459173238039269378	2021-11-12 11:56:24 -03	2021-11-12	11:56:24	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- O @govbr autorizou, nesta terça-feira (9/11), a doação de imóvel em Santos (SP), avaliado em R$ 43 milhões, para a construção de 550 moradias destinadas a famílias de baixa renda da região. @govbrazil	pt	[{'screen_name': 'govbr', 'name': 'governo do brasil', 'id': '861707648584085504'}, {'screen_name': 'govbrazil', 'name': 'government of brazil', 'id': '126397246'}]	[]	[]	583	3841	19054	[]	[]	https://twitter.com/jairbolsonaro/status/1459173238039269378	False		0								[]				
1459088974832717824	1459088519096381449	2021-11-12 06:21:34 -03	2021-11-12	06:21:34	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- Além do benefício mensal, a família recebe uma cota única de R$ 1.000. A Bolsa Iniciação Científica Junior é uma ação conjunta do Ministério da Ciência, Tecnologia e Inovações ( @Astro_Pontes ) com o @MinCidadania ( @joaoromaneto )  @CNPq_Oficial	pt	[{'screen_name': 'astro_pontes', 'name': 'marcos pontes', 'id': '93339429'}, {'screen_name': 'mincidadania', 'name': 'ministério da cidadania', 'id': '281572031'}, {'screen_name': 'joaoromaneto', 'name': 'joão roma', 'id': '84141432'}, {'screen_name': 'cnpq_oficial', 'name': 'cnpq', 'id': '344956335'}]	[]	[]	176	1149	6586	[]	[]	https://twitter.com/jairbolsonaro/status/1459088974832717824	False		0								[]				
1459088519096381449	1459088519096381449	2021-11-12 06:19:46 -03	2021-11-12	06:19:46	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- @mcti participará na Bolsa Iniciação Científica Jr. com benefício mensal de R$100 para estudantes de famílias que fazem parte do Auxílio Brasil. O estudante terá que se destacar em competições acadêmicas e científicas, como as Olimpíadas do Conhecimento financiadas pela pasta.  https://t.co/lbiJR1i379	pt	[{'screen_name': 'mcti', 'name': 'ministério da ciência, tecnologia e inovações', 'id': '3108587889'}]	[]	[]	392	2385	11142	[]	[]	https://twitter.com/jairbolsonaro/status/1459088519096381449	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1459088450892800009/pu/img/TwqBryqzc4a0P0PF.jpg							[]				
1458911894727704583	1458911894727704583	2021-11-11 18:37:55 -03	2021-11-11	18:37:55	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		. Live de toda quinta-feira (11/11/2021) | PR Jair Bolsonaro.  https://t.co/GSTC005hy5	pt	[]	['https://youtu.be/lGnhwjAUak8']	[]	420	1925	9340	[]	[]	https://twitter.com/jairbolsonaro/status/1458911894727704583	False		0								[]				
1458870058407632897	1458870058407632897	2021-11-11 15:51:41 -03	2021-11-11	15:51:41	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- Uma Bíblia muito especial. - Excepcionalmente, em virtude do jogo Flamengo X Bahia (19h), nossa live de hoje será às 18h.  https://t.co/TGhUf6G7I4	pt	[]	[]	[]	917	3704	19074	[]	[]	https://twitter.com/jairbolsonaro/status/1458870058407632897	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1458869996726194181/pu/img/nvshBveXPb21DH7f.jpg							[]				
1458785683011739650	1458785410885300224	2021-11-11 10:16:24 -03	2021-11-11	10:16:24	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- Médicos, psicólogos, nutricionistas, fisioterapeutas, técnicos em enfermagem e outras especialidades que periodicamente visitam pacientes em suas casas. O Melhor em Casa já atendeu mais de 500 mil brasileiros, reduzindo a permanência de pacientes e familiares em hospitais.	pt	[]	[]	[]	151	1235	6772	[]	[]	https://twitter.com/jairbolsonaro/status/1458785683011739650	False		0								[]				
1458785410885300224	1458785410885300224	2021-11-11 10:15:19 -03	2021-11-11	10:15:19	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- O @minsaude habilitou 116 novas equipes multiprofissionais do programa Melhor em Casa para atuarem no atendimento domiciliar. O programa permite que pacientes com doenças graves e crônicas recebam atendimento especializado em casa, perto da família.	pt	[{'screen_name': 'minsaude', 'name': 'ministério da saúde', 'id': '37717107'}]	[]	[]	483	3012	15453	[]	[]	https://twitter.com/jairbolsonaro/status/1458785410885300224	False		0								[]				
1458734677372674048	1458726964789981186	2021-11-11 06:53:43 -03	2021-11-11	06:53:43	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- Tenha acesso diário a mais notícias em nosso GETTR. Seja bem vindo a mais este canal de informações:  https://t.co/rVeSExaSVV  https://t.co/g4nvZ7IOU6	pt	[]	['https://gettr.com/user/jairbolsonaro']	['https://pbs.twimg.com/media/FD53c4TX0AUMJDE.jpg']	197	1462	6665	[]	[]	https://twitter.com/jairbolsonaro/status/1458734677372674048	False		1	https://pbs.twimg.com/media/FD53c4TX0AUMJDE.jpg							[]				
1458727150887096326	1458726964789981186	2021-11-11 06:23:49 -03	2021-11-11	06:23:49	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		. Quando o @MInfraestrutura criou o Programa o Pro Trilhos foi dada largada para nova revolução de transporte ferroviária. @ppinvestimentos @tarcisiogdf @govbrazil @govbr	pt	[{'screen_name': 'minfraestrutura', 'name': 'ministério da infraestrutura', 'id': '523331076'}, {'screen_name': 'ppinvestimentos', 'name': 'programa de parcerias de investimentos', 'id': '775320812047958016'}, {'screen_name': 'tarcisiogdf', 'name': 'tarcísio gomes de freitas', 'id': '1078618844007157761'}, {'screen_name': 'govbrazil', 'name': 'government of brazil', 'id': '126397246'}, {'screen_name': 'govbr', 'name': 'governo do brasil', 'id': '861707648584085504'}]	[]	[]	122	1232	7394	[]	[]	https://twitter.com/jairbolsonaro/status/1458727150887096326	False		0								[]				
1458726964789981186	1458726964789981186	2021-11-11 06:23:04 -03	2021-11-11	06:23:04	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		.24º pedido de autorização ferroviária veio da Eldorado Brasil Celulose para o Mato Grosso do Sul. Mais 90 km de trilhos e quase R$ 900 milhões em investimentos previstos e dezenas de milhares de empregos diretos e indiretos gerados, além da ajuda à preservação do meio ambiente.  https://t.co/cHnPzupwR6	pt	[]	[]	['https://pbs.twimg.com/media/FD5wcAfX0AIXsX1.jpg']	411	3283	15287	[]	[]	https://twitter.com/jairbolsonaro/status/1458726964789981186	False		1	https://pbs.twimg.com/media/FD5wcAfX0AIXsX1.jpg							[]				
1458408612657762307	1458408612657762307	2021-11-10 09:18:03 -03	2021-11-10	09:18:03	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- Entrevista: Rádio Cultura FM (ES).  https://t.co/fApkHaRsYj	pt	[]	['https://youtu.be/LIGimPNbkNg']	[]	420	1654	7891	[]	[]	https://twitter.com/jairbolsonaro/status/1458408612657762307	False		0								[]				
1458383000182444036	1458382573768515591	2021-11-10 07:36:17 -03	2021-11-10	07:36:17	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- O Auxílio Brasil integra várias políticas públicas de inserção socioeconômica, possibilitando às famílias o aumento do valor do benefício básico. @MinCidadania @joaoromaneto @MinEconomia @secomvc @govbrazil @govbr	pt	[{'screen_name': 'mincidadania', 'name': 'ministério da cidadania', 'id': '281572031'}, {'screen_name': 'joaoromaneto', 'name': 'joão roma', 'id': '84141432'}, {'screen_name': 'mineconomia', 'name': 'ministério da economia', 'id': '216777909'}, {'screen_name': 'secomvc', 'name': 'secomvc', 'id': '1158389772920020993'}, {'screen_name': 'govbrazil', 'name': 'government of brazil', 'id': '126397246'}, {'screen_name': 'govbr', 'name': 'governo do brasil', 'id': '861707648584085504'}]	[]	[]	267	1601	9740	[]	[]	https://twitter.com/jairbolsonaro/status/1458383000182444036	False		0								[]				
1458382807806394370	1458382573768515591	2021-11-10 07:35:31 -03	2021-11-10	07:35:31	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- Entre as novidades estão instrumentos para que as famílias possam se sustentar por conta própria e inserção no mercado de trabalho.  - Além de simplificar a cesta de benefícios, o programa facilita a entrada de novas famílias que estejam em situação de vulnerabilidade.	pt	[]	[]	[]	181	1692	10504	[]	[]	https://twitter.com/jairbolsonaro/status/1458382807806394370	False		0								[]				
1458382573768515591	1458382573768515591	2021-11-10 07:34:35 -03	2021-11-10	07:34:35	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- Com os resultados do “fique em casa que a economia a gente vê depois” aplicado por muitos governadores e prefeitos, faz-se urgente auxílio aos mais necessitados.  -Editado decreto que regulamenta o Auxílio Brasil, substituindo o Bolsa Família e trazendo ampliação em seu escopo.	pt	[]	[]	[]	2391	5925	29737	[]	[]	https://twitter.com/jairbolsonaro/status/1458382573768515591	False		0								[]				
1458164596578177032	1458164481176002561	2021-11-09 17:08:25 -03	2021-11-09	17:08:25	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- Nesse período de 34 meses, serviços digitais começaram a ser oferecidos, com destaque para o PIX e as carteiras digitais de Trânsito e de Trabalho. Os serviços estão disponíveis na plataforma  https://t.co/fW7rbcng0O.	pt	[]	['http://gov.br']	[]	170	1190	6173	[]	[]	https://twitter.com/jairbolsonaro/status/1458164596578177032	False		0								[]				
1458164481176002561	1458164481176002561	2021-11-09 17:07:58 -03	2021-11-09	17:07:58	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- O @govbr atingiu nesta semana a marca de 1.500 serviços digitalizados desde janeiro de 2019.  - A digitalização dos serviços públicos desde janeiro de 2019 gerou, desburocratizações e economia de R$ 3 bilhões por ano ao cidadão e ao estado.	pt	[{'screen_name': 'govbr', 'name': 'governo do brasil', 'id': '861707648584085504'}]	[]	[]	660	3732	18804	[]	[]	https://twitter.com/jairbolsonaro/status/1458164481176002561	False		0								[]				
1458056080676765702	1458056080676765702	2021-11-09 09:57:13 -03	2021-11-09	09:57:13	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- Entrevista / rádio (09/11/2021).  https://t.co/Ytsi7eO3JC	pt	[]	['https://www.youtube.com/watch?v=ZF1tk3_cc6Ehttps://www.youtube.com/watch?v=ZF1tk3_cc6E']	[]	422	1533	6808	[]	[]	https://twitter.com/jairbolsonaro/status/1458056080676765702	False		0								[]				
